      40.661      -2.500    -100.472       1      30
      54.116       5.321     -98.166       2      45
      69.148      16.009     -91.888       3      33
      62.349      35.968     -48.361       4      70
      70.025      26.401     -71.248       5      28
      45.269      43.676     -30.933       6      46
      42.632      52.694     -26.537       7      12
      -1.962      35.780      -5.868       9      38
     -31.732     -10.506      53.954      11      15
       1.536       9.305      26.825      13      14
       9.701     -31.955     -15.427      16      92
