     -70.396     -19.801      53.347       2      73
     -50.783     -24.539      67.985       3      80
     -64.792     -22.182      70.447       4      12
     -39.825     -10.708      59.575       5      17
     -22.966     -20.749      67.198       6      54
     -34.570     -37.595      89.461       7      78
     -23.464     -16.509      85.100       8      50
       3.798     -31.039      90.292      10      71
      17.245     -27.755      78.836      11      34
     -18.857      -1.875      62.567      13      16
      23.964     -17.451      49.820      14      82
       8.758      -0.712      58.158      15      69
      18.608     -14.422      35.769      16      70
      28.312      -4.623      47.673      17      50
      13.630       8.844      38.511      18      59
      12.200      -7.327      42.887      19      11
