       8.361       6.374     -22.817       1     263
     -53.191      48.872      44.664       4      30
     -63.470      28.671      75.194       6      46
     -59.615       2.457      75.792       7      43
     -55.191     -39.836      63.666       9      14
     -47.008     -58.707      53.662      10      14
      -8.352     -81.656      36.046      11      64
      22.601     -72.684      34.581      12      44
      42.650     -22.939       3.852      15      20
      55.268       0.680     -12.052      16      16
      51.904      43.454     -26.159      17      18
