     -14.958       2.225      58.604       1      23
       4.491      -4.057      48.062       2      35
     -13.448       8.046       3.240       4     105
       6.003       6.119       8.090       5      37
     -25.289       0.827     -17.119       6      34
      -0.380      15.798     -17.769       7      15
      17.359      -8.547     -31.430       8      11
      71.321       4.654     -67.480       9     194
      81.815      13.051     -81.291      10      81
     118.902      58.013     -66.809      11     165
     117.405      70.098     -66.453      12      75
