      22.674      18.673      45.314       1      51
      -6.648       1.301      60.780       2      73
     -15.598     -13.254      64.340       3      12
     -78.472     -29.350      33.512       4      66
     -89.065      -7.123      25.253       5      77
    -105.250      13.437      29.546       6      68
      -2.843      -1.516      18.515       8      63
      10.843      -8.321      38.769       9      60
     -77.482      -1.004     108.810      10      82
     -82.283     -18.438      92.373      11     108
     -98.966     -34.891      83.967      12      78
    -122.127     -25.293      85.575      13      64
    -136.302     -16.839      95.773      14      16
    -127.252       0.619     102.974      16     149
    -107.574       5.799      84.006      17     156
     -84.485      10.089      67.680      18     141
     -60.876      12.079      53.522      19     156
     -36.834      14.627      37.896      20     151
     -13.810      18.354      20.543      21     161
       0.466      17.971       7.600      22      63
