      43.866       7.554      27.450       1      79
      32.617       2.437      33.764       2      46
      -9.532       5.236      59.027       4      50
     -19.036       2.133      79.274       5      30
     -79.431     -14.991      51.733       8      29
     -23.911      -6.534      -3.481       9      20
      26.004      10.630     -82.072      11      37
      37.103      18.388     -97.109      12      23
      76.302      13.712     -73.534      13      76
     -12.785      21.399     -14.641      15      61
     -31.310      19.830     -11.770      16      38
     -80.792       9.982      -4.830      17     111
     -60.098      17.568      -8.858      18      19
     -95.683      14.109      -1.849      19      33
