     -20.377      -4.657     -51.736       1     101
     -19.471      12.397     -35.298       2      89
     -23.432     -11.313     -33.467       3      50
     -14.500      21.098     -10.695       4     131
     -22.145       2.163     -19.892       5      14
      -8.511      29.435      10.289       6     179
      -3.428      29.451      33.434       8     206
      -0.414      23.857      53.861      10     188
       7.977      27.859      55.574      11      15
       0.327      18.424      71.543      12     117
