      67.501      30.646     -58.439       1      94
      58.887      34.630     -46.504       2     201
     -10.370      25.343      37.214       4     106
       4.061      20.848      21.377       6      78
      19.134      23.130       2.504       8     127
      38.275      30.730     -13.379      10     111
      49.423      34.939     -31.639      11      67
      55.828      26.446     -62.076      12      19
      43.929      -2.349     -21.303      13      80
      29.201     -16.471     -35.748      15      12
      30.043      -6.312      -9.837      16      27
      -0.988     -12.946      17.840      17      45
     -15.841     -16.094      35.245      18      48
     -32.915     -14.219      56.209      19      26
