      85.260     -23.706     -62.931       1      86
      67.480     -26.535     -49.661       2      65
      98.398     -18.106     -70.424       3      25
      52.230     -31.137     -34.256       4      98
     -87.562     -11.195      29.581       6      79
     -72.727      -4.523      13.833       7      61
     -20.789      21.767     -56.616       9      45
      21.751      37.338     -76.682      12      25
      50.807      27.921     -46.848      13     239
      54.991      19.532     -33.440      14      37
      52.877      38.998     -55.172      15      11
      29.698      -1.235       4.886      16     109
       6.410     -18.218      45.767      17      56
