      12.997      -6.978     -27.246       1      24
     -31.446     -14.201       9.393       3      62
     -49.103      17.402      66.063       5      48
     -27.732      16.287      58.376       6      68
      -0.499       5.258      34.884       7     146
      13.030      -3.260      23.359       8      28
      29.825     -25.576     -12.513       9     104
      11.222     -32.019     -45.483      10      23
     -16.435      20.790     -30.923      12      42
     -27.873      19.122      12.176      13     112
     -39.646       6.504      33.311      14      48
     -69.998     -13.068      31.652      21      13
